goal,fitness_level,equipment,exercise,exercise_category,exercise_muscle_group,location,equipment_available,workout_time_of_day,day_of_week,previous_day_performance,goal_x_experience,location_x_equipment_available,source,reward_points_total,session_duration_target,workout_days_per_week,recent_exercise_frequency
maintenance,beginner,none,kneeling push-up,strength,chest,home,minimal,evening,saturday,48.5,maintenance__beginner,home__minimal,external_dataset,,,,
muscle_gain,beginner,resistance_band,side kicks – band,strength,legs,gym,full_gym,morning,monday,42.0,muscle_gain__beginner,gym__full_gym,external_dataset,,,,
muscle_gain,beginner,resistance_band,side kicks – band,strength,legs,gym,full_gym,afternoon,monday,44.5,muscle_gain__beginner,gym__full_gym,external_dataset,,,,
muscle_gain,beginner,resistance_band,side kicks – band,strength,legs,gym,full_gym,evening,monday,47.0,muscle_gain__beginner,gym__full_gym,external_dataset,,,,
muscle_gain,beginner,resistance_band,side kicks – band,strength,legs,gym,full_gym,morning,wednesday,43.5,muscle_gain__beginner,gym__full_gym,external_dataset,,,,
muscle_gain,beginner,resistance_band,side kicks – band,strength,legs,gym,full_gym,afternoon,wednesday,46.0,muscle_gain__beginner,gym__full_gym,external_dataset,,,,
muscle_gain,beginner,resistance_band,side kicks – band,strength,legs,gym,full_gym,evening,wednesday,48.5,muscle_gain__beginner,gym__full_gym,external_dataset,,,,
muscle_gain,beginner,resistance_band,side kicks – band,strength,legs,gym,full_gym,morning,friday,42.0,muscle_gain__beginner,gym__full_gym,external_dataset,,,,
muscle_gain,beginner,resistance_band,side kicks – band,strength,legs,gym,full_gym,afternoon,friday,44.5,muscle_gain__beginner,gym__full_gym,external_dataset,,,,
muscle_gain,beginner,resistance_band,side kicks – band,strength,legs,gym,full_gym,evening,friday,47.0,muscle_gain__beginner,gym__full_gym,external_dataset,,,,
muscle_gain,beginner,resistance_band,side kicks – band,strength,legs,gym,full_gym,morning,saturday,43.5,muscle_gain__beginner,gym__full_gym,external_dataset,,,,
muscle_gain,beginner,resistance_band,side kicks – band,strength,legs,gym,full_gym,afternoon,saturday,46.0,muscle_gain__beginner,gym__full_gym,external_dataset,,,,
muscle_gain,beginner,resistance_band,side kicks – band,strength,legs,gym,full_gym,evening,saturday,48.5,muscle_gain__beginner,gym__full_gym,external_dataset,,,,
maintenance,beginner,resistance_band,side kicks – band,strength,legs,gym,full_gym,morning,monday,42.0,maintenance__beginner,gym__full_gym,external_dataset,,,,
maintenance,beginner,resistance_band,side kicks – band,strength,legs,gym,full_gym,afternoon,monday,44.5,maintenance__beginner,gym__full_gym,external_dataset,,,,
maintenance,beginner,resistance_band,side kicks – band,strength,legs,gym,full_gym,evening,monday,47.0,maintenance__beginner,gym__full_gym,external_dataset,,,,
maintenance,beginner,resistance_band,side kicks – band,strength,legs,gym,full_gym,morning,wednesday,43.5,maintenance__beginner,gym__full_gym,external_dataset,,,,
maintenance,beginner,resistance_band,side kicks – band,strength,legs,gym,full_gym,afternoon,wednesday,46.0,maintenance__beginner,gym__full_gym,external_dataset,,,,
maintenance,beginner,resistance_band,side kicks – band,strength,legs,gym,full_gym,evening,wednesday,48.5,maintenance__beginner,gym__full_gym,external_dataset,,,,
maintenance,beginner,resistance_band,side kicks – band,strength,legs,gym,full_gym,morning,friday,42.0,maintenance__beginner,gym__full_gym,external_dataset,,,,
maintenance,beginner,resistance_band,side kicks – band,strength,legs,gym,full_gym,afternoon,friday,44.5,maintenance__beginner,gym__full_gym,external_dataset,,,,
maintenance,beginner,resistance_band,side kicks – band,strength,legs,gym,full_gym,evening,friday,47.0,maintenance__beginner,gym__full_gym,external_dataset,,,,
maintenance,beginner,resistance_band,side kicks – band,strength,legs,gym,full_gym,morning,saturday,43.5,maintenance__beginner,gym__full_gym,external_dataset,,,,
maintenance,beginner,resistance_band,side kicks – band,strength,legs,gym,full_gym,afternoon,saturday,46.0,maintenance__beginner,gym__full_gym,external_dataset,,,,
maintenance,beginner,resistance_band,side kicks – band,strength,legs,gym,full_gym,evening,saturday,48.5,maintenance__beginner,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,lateral raise – dumbbell,strength,chest,gym,full_gym,morning,monday,57.0,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,lateral raise – dumbbell,strength,chest,gym,full_gym,afternoon,monday,59.5,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,lateral raise – dumbbell,strength,chest,gym,full_gym,evening,monday,62.0,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,lateral raise – dumbbell,strength,chest,gym,full_gym,morning,wednesday,58.5,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,lateral raise – dumbbell,strength,chest,gym,full_gym,afternoon,wednesday,61.0,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,lateral raise – dumbbell,strength,chest,gym,full_gym,evening,wednesday,63.5,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,lateral raise – dumbbell,strength,chest,gym,full_gym,morning,friday,57.0,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,lateral raise – dumbbell,strength,chest,gym,full_gym,afternoon,friday,59.5,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,lateral raise – dumbbell,strength,chest,gym,full_gym,evening,friday,62.0,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,lateral raise – dumbbell,strength,chest,gym,full_gym,morning,saturday,58.5,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,lateral raise – dumbbell,strength,chest,gym,full_gym,afternoon,saturday,61.0,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,lateral raise – dumbbell,strength,chest,gym,full_gym,evening,saturday,63.5,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,dumbbell,lateral raise – dumbbell,strength,chest,gym,full_gym,morning,monday,57.0,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,dumbbell,lateral raise – dumbbell,strength,chest,gym,full_gym,afternoon,monday,59.5,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,dumbbell,lateral raise – dumbbell,strength,chest,gym,full_gym,evening,monday,62.0,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,dumbbell,lateral raise – dumbbell,strength,chest,gym,full_gym,morning,wednesday,58.5,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,dumbbell,lateral raise – dumbbell,strength,chest,gym,full_gym,afternoon,wednesday,61.0,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,dumbbell,lateral raise – dumbbell,strength,chest,gym,full_gym,evening,wednesday,63.5,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,dumbbell,lateral raise – dumbbell,strength,chest,gym,full_gym,morning,friday,57.0,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,dumbbell,lateral raise – dumbbell,strength,chest,gym,full_gym,afternoon,friday,59.5,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,dumbbell,lateral raise – dumbbell,strength,chest,gym,full_gym,evening,friday,62.0,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,dumbbell,lateral raise – dumbbell,strength,chest,gym,full_gym,morning,saturday,58.5,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,dumbbell,lateral raise – dumbbell,strength,chest,gym,full_gym,afternoon,saturday,61.0,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,dumbbell,lateral raise – dumbbell,strength,chest,gym,full_gym,evening,saturday,63.5,maintenance__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,advanced,barbell,front raise – barbell,strength,chest,gym,full_gym,morning,monday,71.0,muscle_gain__advanced,gym__full_gym,external_dataset,,,,
muscle_gain,advanced,barbell,front raise – barbell,strength,chest,gym,full_gym,afternoon,monday,73.5,muscle_gain__advanced,gym__full_gym,external_dataset,,,,
muscle_gain,advanced,barbell,front raise – barbell,strength,chest,gym,full_gym,evening,monday,76.0,muscle_gain__advanced,gym__full_gym,external_dataset,,,,
muscle_gain,advanced,barbell,front raise – barbell,strength,chest,gym,full_gym,morning,wednesday,72.5,muscle_gain__advanced,gym__full_gym,external_dataset,,,,
muscle_gain,advanced,barbell,front raise – barbell,strength,chest,gym,full_gym,afternoon,wednesday,75.0,muscle_gain__advanced,gym__full_gym,external_dataset,,,,
muscle_gain,advanced,barbell,front raise – barbell,strength,chest,gym,full_gym,evening,wednesday,77.5,muscle_gain__advanced,gym__full_gym,external_dataset,,,,
muscle_gain,advanced,barbell,front raise – barbell,strength,chest,gym,full_gym,morning,friday,71.0,muscle_gain__advanced,gym__full_gym,external_dataset,,,,
muscle_gain,advanced,barbell,front raise – barbell,strength,chest,gym,full_gym,afternoon,friday,73.5,muscle_gain__advanced,gym__full_gym,external_dataset,,,,
muscle_gain,advanced,barbell,front raise – barbell,strength,chest,gym,full_gym,evening,friday,76.0,muscle_gain__advanced,gym__full_gym,external_dataset,,,,
muscle_gain,advanced,barbell,front raise – barbell,strength,chest,gym,full_gym,morning,saturday,72.5,muscle_gain__advanced,gym__full_gym,external_dataset,,,,
muscle_gain,advanced,barbell,front raise – barbell,strength,chest,gym,full_gym,afternoon,saturday,75.0,muscle_gain__advanced,gym__full_gym,external_dataset,,,,
muscle_gain,advanced,barbell,front raise – barbell,strength,chest,gym,full_gym,evening,saturday,77.5,muscle_gain__advanced,gym__full_gym,external_dataset,,,,
maintenance,advanced,barbell,front raise – barbell,strength,chest,gym,full_gym,morning,monday,71.0,maintenance__advanced,gym__full_gym,external_dataset,,,,
maintenance,advanced,barbell,front raise – barbell,strength,chest,gym,full_gym,afternoon,monday,73.5,maintenance__advanced,gym__full_gym,external_dataset,,,,
maintenance,advanced,barbell,front raise – barbell,strength,chest,gym,full_gym,evening,monday,76.0,maintenance__advanced,gym__full_gym,external_dataset,,,,
maintenance,advanced,barbell,front raise – barbell,strength,chest,gym,full_gym,morning,wednesday,72.5,maintenance__advanced,gym__full_gym,external_dataset,,,,
maintenance,advanced,barbell,front raise – barbell,strength,chest,gym,full_gym,afternoon,wednesday,75.0,maintenance__advanced,gym__full_gym,external_dataset,,,,
maintenance,advanced,barbell,front raise – barbell,strength,chest,gym,full_gym,evening,wednesday,77.5,maintenance__advanced,gym__full_gym,external_dataset,,,,
maintenance,advanced,barbell,front raise – barbell,strength,chest,gym,full_gym,morning,friday,71.0,maintenance__advanced,gym__full_gym,external_dataset,,,,
maintenance,advanced,barbell,front raise – barbell,strength,chest,gym,full_gym,afternoon,friday,73.5,maintenance__advanced,gym__full_gym,external_dataset,,,,
maintenance,advanced,barbell,front raise – barbell,strength,chest,gym,full_gym,evening,friday,76.0,maintenance__advanced,gym__full_gym,external_dataset,,,,
maintenance,advanced,barbell,front raise – barbell,strength,chest,gym,full_gym,morning,saturday,72.5,maintenance__advanced,gym__full_gym,external_dataset,,,,
maintenance,advanced,barbell,front raise – barbell,strength,chest,gym,full_gym,afternoon,saturday,75.0,maintenance__advanced,gym__full_gym,external_dataset,,,,
maintenance,advanced,barbell,front raise – barbell,strength,chest,gym,full_gym,evening,saturday,77.5,maintenance__advanced,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,one-handed row – dumbbell,strength,chest,gym,full_gym,morning,monday,57.0,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,one-handed row – dumbbell,strength,chest,gym,full_gym,afternoon,monday,59.5,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,one-handed row – dumbbell,strength,chest,gym,full_gym,evening,monday,62.0,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,one-handed row – dumbbell,strength,chest,gym,full_gym,morning,wednesday,58.5,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,one-handed row – dumbbell,strength,chest,gym,full_gym,afternoon,wednesday,61.0,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,one-handed row – dumbbell,strength,chest,gym,full_gym,evening,wednesday,63.5,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,one-handed row – dumbbell,strength,chest,gym,full_gym,morning,friday,57.0,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,one-handed row – dumbbell,strength,chest,gym,full_gym,afternoon,friday,59.5,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,one-handed row – dumbbell,strength,chest,gym,full_gym,evening,friday,62.0,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,one-handed row – dumbbell,strength,chest,gym,full_gym,morning,saturday,58.5,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,one-handed row – dumbbell,strength,chest,gym,full_gym,afternoon,saturday,61.0,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,one-handed row – dumbbell,strength,chest,gym,full_gym,evening,saturday,63.5,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,dumbbell,one-handed row – dumbbell,strength,chest,gym,full_gym,morning,monday,57.0,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,dumbbell,one-handed row – dumbbell,strength,chest,gym,full_gym,afternoon,monday,59.5,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,dumbbell,one-handed row – dumbbell,strength,chest,gym,full_gym,evening,monday,62.0,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,dumbbell,one-handed row – dumbbell,strength,chest,gym,full_gym,morning,wednesday,58.5,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,dumbbell,one-handed row – dumbbell,strength,chest,gym,full_gym,afternoon,wednesday,61.0,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,dumbbell,one-handed row – dumbbell,strength,chest,gym,full_gym,evening,wednesday,63.5,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,dumbbell,one-handed row – dumbbell,strength,chest,gym,full_gym,morning,friday,57.0,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,dumbbell,one-handed row – dumbbell,strength,chest,gym,full_gym,afternoon,friday,59.5,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,dumbbell,one-handed row – dumbbell,strength,chest,gym,full_gym,evening,friday,62.0,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,dumbbell,one-handed row – dumbbell,strength,chest,gym,full_gym,morning,saturday,58.5,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,dumbbell,one-handed row – dumbbell,strength,chest,gym,full_gym,afternoon,saturday,61.0,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,dumbbell,one-handed row – dumbbell,strength,chest,gym,full_gym,evening,saturday,63.5,maintenance__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,beginner,none,roll-up,core,core,home,minimal,morning,monday,42.0,muscle_gain__beginner,home__minimal,external_dataset,,,,
muscle_gain,beginner,none,roll-up,core,core,home,minimal,afternoon,monday,44.5,muscle_gain__beginner,home__minimal,external_dataset,,,,
muscle_gain,beginner,none,roll-up,core,core,home,minimal,evening,monday,47.0,muscle_gain__beginner,home__minimal,external_dataset,,,,
muscle_gain,beginner,none,roll-up,core,core,home,minimal,morning,wednesday,43.5,muscle_gain__beginner,home__minimal,external_dataset,,,,
muscle_gain,beginner,none,roll-up,core,core,home,minimal,afternoon,wednesday,46.0,muscle_gain__beginner,home__minimal,external_dataset,,,,
muscle_gain,beginner,none,roll-up,core,core,home,minimal,evening,wednesday,48.5,muscle_gain__beginner,home__minimal,external_dataset,,,,
muscle_gain,beginner,none,roll-up,core,core,home,minimal,morning,friday,42.0,muscle_gain__beginner,home__minimal,external_dataset,,,,
muscle_gain,beginner,none,roll-up,core,core,home,minimal,afternoon,friday,44.5,muscle_gain__beginner,home__minimal,external_dataset,,,,
muscle_gain,beginner,none,roll-up,core,core,home,minimal,evening,friday,47.0,muscle_gain__beginner,home__minimal,external_dataset,,,,
muscle_gain,beginner,none,roll-up,core,core,home,minimal,morning,saturday,43.5,muscle_gain__beginner,home__minimal,external_dataset,,,,
muscle_gain,beginner,none,roll-up,core,core,home,minimal,afternoon,saturday,46.0,muscle_gain__beginner,home__minimal,external_dataset,,,,
muscle_gain,beginner,none,roll-up,core,core,home,minimal,evening,saturday,48.5,muscle_gain__beginner,home__minimal,external_dataset,,,,
maintenance,beginner,none,roll-up,core,core,home,minimal,morning,monday,42.0,maintenance__beginner,home__minimal,external_dataset,,,,
maintenance,beginner,none,roll-up,core,core,home,minimal,afternoon,monday,44.5,maintenance__beginner,home__minimal,external_dataset,,,,
maintenance,beginner,none,roll-up,core,core,home,minimal,evening,monday,47.0,maintenance__beginner,home__minimal,external_dataset,,,,
maintenance,beginner,none,roll-up,core,core,home,minimal,morning,wednesday,43.5,maintenance__beginner,home__minimal,external_dataset,,,,
maintenance,beginner,none,roll-up,core,core,home,minimal,afternoon,wednesday,46.0,maintenance__beginner,home__minimal,external_dataset,,,,
maintenance,beginner,none,roll-up,core,core,home,minimal,evening,wednesday,48.5,maintenance__beginner,home__minimal,external_dataset,,,,
maintenance,beginner,none,roll-up,core,core,home,minimal,morning,friday,42.0,maintenance__beginner,home__minimal,external_dataset,,,,
maintenance,beginner,none,roll-up,core,core,home,minimal,afternoon,friday,44.5,maintenance__beginner,home__minimal,external_dataset,,,,
maintenance,beginner,none,roll-up,core,core,home,minimal,evening,friday,47.0,maintenance__beginner,home__minimal,external_dataset,,,,
maintenance,beginner,none,roll-up,core,core,home,minimal,morning,saturday,43.5,maintenance__beginner,home__minimal,external_dataset,,,,
maintenance,beginner,none,roll-up,core,core,home,minimal,afternoon,saturday,46.0,maintenance__beginner,home__minimal,external_dataset,,,,
maintenance,beginner,none,roll-up,core,core,home,minimal,evening,saturday,48.5,maintenance__beginner,home__minimal,external_dataset,,,,
muscle_gain,intermediate,machine,inverted row,strength,chest,gym,full_gym,morning,monday,57.0,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,machine,inverted row,strength,chest,gym,full_gym,afternoon,monday,59.5,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,machine,inverted row,strength,chest,gym,full_gym,evening,monday,62.0,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,machine,inverted row,strength,chest,gym,full_gym,morning,wednesday,58.5,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,machine,inverted row,strength,chest,gym,full_gym,afternoon,wednesday,61.0,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,machine,inverted row,strength,chest,gym,full_gym,evening,wednesday,63.5,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,machine,inverted row,strength,chest,gym,full_gym,morning,friday,57.0,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,machine,inverted row,strength,chest,gym,full_gym,afternoon,friday,59.5,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,machine,inverted row,strength,chest,gym,full_gym,evening,friday,62.0,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,machine,inverted row,strength,chest,gym,full_gym,morning,saturday,58.5,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,machine,inverted row,strength,chest,gym,full_gym,afternoon,saturday,61.0,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,machine,inverted row,strength,chest,gym,full_gym,evening,saturday,63.5,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,machine,inverted row,strength,chest,gym,full_gym,morning,monday,57.0,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,machine,inverted row,strength,chest,gym,full_gym,afternoon,monday,59.5,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,machine,inverted row,strength,chest,gym,full_gym,evening,monday,62.0,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,machine,inverted row,strength,chest,gym,full_gym,morning,wednesday,58.5,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,machine,inverted row,strength,chest,gym,full_gym,afternoon,wednesday,61.0,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,machine,inverted row,strength,chest,gym,full_gym,evening,wednesday,63.5,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,machine,inverted row,strength,chest,gym,full_gym,morning,friday,57.0,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,machine,inverted row,strength,chest,gym,full_gym,afternoon,friday,59.5,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,machine,inverted row,strength,chest,gym,full_gym,evening,friday,62.0,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,machine,inverted row,strength,chest,gym,full_gym,morning,saturday,58.5,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,machine,inverted row,strength,chest,gym,full_gym,afternoon,saturday,61.0,maintenance__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,machine,inverted row,strength,chest,gym,full_gym,evening,saturday,63.5,maintenance__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,beginner,bodyweight,crunch,core,core,home,minimal,morning,monday,42.0,muscle_gain__beginner,home__minimal,external_dataset,,,,
muscle_gain,beginner,bodyweight,crunch,core,core,home,minimal,afternoon,monday,44.5,muscle_gain__beginner,home__minimal,external_dataset,,,,
muscle_gain,beginner,bodyweight,crunch,core,core,home,minimal,evening,monday,47.0,muscle_gain__beginner,home__minimal,external_dataset,,,,
muscle_gain,beginner,bodyweight,crunch,core,core,home,minimal,morning,wednesday,43.5,muscle_gain__beginner,home__minimal,external_dataset,,,,
muscle_gain,beginner,bodyweight,crunch,core,core,home,minimal,afternoon,wednesday,46.0,muscle_gain__beginner,home__minimal,external_dataset,,,,
muscle_gain,beginner,bodyweight,crunch,core,core,home,minimal,evening,wednesday,48.5,muscle_gain__beginner,home__minimal,external_dataset,,,,
muscle_gain,beginner,bodyweight,crunch,core,core,home,minimal,morning,friday,42.0,muscle_gain__beginner,home__minimal,external_dataset,,,,
muscle_gain,beginner,bodyweight,crunch,core,core,home,minimal,afternoon,friday,44.5,muscle_gain__beginner,home__minimal,external_dataset,,,,
muscle_gain,beginner,bodyweight,crunch,core,core,home,minimal,evening,friday,47.0,muscle_gain__beginner,home__minimal,external_dataset,,,,
muscle_gain,beginner,bodyweight,crunch,core,core,home,minimal,morning,saturday,43.5,muscle_gain__beginner,home__minimal,external_dataset,,,,
muscle_gain,beginner,bodyweight,crunch,core,core,home,minimal,afternoon,saturday,46.0,muscle_gain__beginner,home__minimal,external_dataset,,,,
muscle_gain,beginner,bodyweight,crunch,core,core,home,minimal,evening,saturday,48.5,muscle_gain__beginner,home__minimal,external_dataset,,,,
maintenance,beginner,bodyweight,crunch,core,core,home,minimal,morning,monday,42.0,maintenance__beginner,home__minimal,external_dataset,,,,
maintenance,beginner,bodyweight,crunch,core,core,home,minimal,afternoon,monday,44.5,maintenance__beginner,home__minimal,external_dataset,,,,
maintenance,beginner,bodyweight,crunch,core,core,home,minimal,evening,monday,47.0,maintenance__beginner,home__minimal,external_dataset,,,,
maintenance,beginner,bodyweight,crunch,core,core,home,minimal,morning,wednesday,43.5,maintenance__beginner,home__minimal,external_dataset,,,,
maintenance,beginner,bodyweight,crunch,core,core,home,minimal,afternoon,wednesday,46.0,maintenance__beginner,home__minimal,external_dataset,,,,
maintenance,beginner,bodyweight,crunch,core,core,home,minimal,evening,wednesday,48.5,maintenance__beginner,home__minimal,external_dataset,,,,
maintenance,beginner,bodyweight,crunch,core,core,home,minimal,morning,friday,42.0,maintenance__beginner,home__minimal,external_dataset,,,,
maintenance,beginner,bodyweight,crunch,core,core,home,minimal,afternoon,friday,44.5,maintenance__beginner,home__minimal,external_dataset,,,,
maintenance,beginner,bodyweight,crunch,core,core,home,minimal,evening,friday,47.0,maintenance__beginner,home__minimal,external_dataset,,,,
maintenance,beginner,bodyweight,crunch,core,core,home,minimal,morning,saturday,43.5,maintenance__beginner,home__minimal,external_dataset,,,,
maintenance,beginner,bodyweight,crunch,core,core,home,minimal,afternoon,saturday,46.0,maintenance__beginner,home__minimal,external_dataset,,,,
maintenance,beginner,bodyweight,crunch,core,core,home,minimal,evening,saturday,48.5,maintenance__beginner,home__minimal,external_dataset,,,,
muscle_gain,intermediate,dumbbell,one-handed overhead tricep extension – dumbbell,strength,chest,gym,full_gym,morning,monday,57.0,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,one-handed overhead tricep extension – dumbbell,strength,chest,gym,full_gym,afternoon,monday,59.5,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,one-handed overhead tricep extension – dumbbell,strength,chest,gym,full_gym,evening,monday,62.0,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,one-handed overhead tricep extension – dumbbell,strength,chest,gym,full_gym,morning,wednesday,58.5,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,one-handed overhead tricep extension – dumbbell,strength,chest,gym,full_gym,afternoon,wednesday,61.0,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,one-handed overhead tricep extension – dumbbell,strength,chest,gym,full_gym,evening,wednesday,63.5,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,one-handed overhead tricep extension – dumbbell,strength,chest,gym,full_gym,morning,friday,57.0,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,one-handed overhead tricep extension – dumbbell,strength,chest,gym,full_gym,afternoon,friday,59.5,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,one-handed overhead tricep extension – dumbbell,strength,chest,gym,full_gym,evening,friday,62.0,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,one-handed overhead tricep extension – dumbbell,strength,chest,gym,full_gym,morning,saturday,58.5,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,one-handed overhead tricep extension – dumbbell,strength,chest,gym,full_gym,afternoon,saturday,61.0,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
muscle_gain,intermediate,dumbbell,one-handed overhead tricep extension – dumbbell,strength,chest,gym,full_gym,evening,saturday,63.5,muscle_gain__intermediate,gym__full_gym,external_dataset,,,,
maintenance,intermediate,dumbbell,one-handed overhead tricep extension – dumbbell,strength,chest,gym,full_gym,morning,monday,57.0,maintenance__intermediate,gym__full_gym,external_dataset,,,,
